parroquia,canton,cultivo,ssp,horizonte,aptitud_rf,superficie_ha,deficit_mm,dias_estres,cdd_max,estado_peligro_deficit,estado_peligro_termico,estado_peligro_sequia,estado_exposicion,estado_vulnerabilidad,prob_riesgo_bajo,prob_riesgo_medio,prob_riesgo_alto,indice_riesgo
VACAS GALINDO,COTACACHI,frejol,ssp126,2061-2080,0.7560,83.3800,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
OTAVALO,OTAVALO,frejol,ssp126,2061-2080,0.8496,42.4100,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
DR. MIGUEL EGAS CABEZAS,OTAVALO,frejol,ssp126,2061-2080,0.8496,21.7700,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
EUGENIO ESPEJO,OTAVALO,frejol,ssp126,2061-2080,0.8455,0.4100,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,frejol,ssp126,2061-2080,0.8265,0.1100,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,frejol,ssp126,2061-2080,0.8605,0.2900,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,frejol,ssp126,2061-2080,0.8557,286.5000,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN JUAN DE ILUMAN,OTAVALO,frejol,ssp126,2061-2080,0.8496,64.7900,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN PABLO,OTAVALO,frejol,ssp126,2061-2080,0.8425,1.4600,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN RAFAEL,OTAVALO,frejol,ssp126,2061-2080,0.8455,0.0500,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,frejol,ssp126,2061-2080,0.7522,119.8000,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PIMAMPIRO,PIMAMPIRO,frejol,ssp126,2061-2080,0.8150,73.0100,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
CHUGA,PIMAMPIRO,frejol,ssp126,2061-2080,0.6062,4.4600,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,frejol,ssp126,2061-2080,0.7627,15.7200,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,frejol,ssp126,2061-2080,0.6558,0.0700,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,frejol,ssp126,2061-2080,0.8395,27.2200,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,frejol,ssp126,2061-2080,0.8465,0.6000,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,frejol,ssp126,2061-2080,0.6075,4.0500,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,frejol,ssp126,2061-2080,0.8405,22.8700,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,frejol,ssp126,2061-2080,0.8405,5.6700,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,frejol,ssp126,2061-2080,0.8405,17.6900,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,quinua,ssp126,2061-2080,0.7068,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
AMBUQUI,IBARRA,quinua,ssp126,2061-2080,0.6866,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,quinua,ssp126,2061-2080,0.7171,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA CAROLINA,IBARRA,quinua,ssp126,2061-2080,0.4783,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,quinua,ssp126,2061-2080,0.7281,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LITA,IBARRA,quinua,ssp126,2061-2080,0.2023,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,quinua,ssp126,2061-2080,0.6993,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ANTONIO,IBARRA,quinua,ssp126,2061-2080,0.6924,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,quinua,ssp126,2061-2080,0.7261,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,quinua,ssp126,2061-2080,0.6924,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,quinua,ssp126,2061-2080,0.6924,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,quinua,ssp126,2061-2080,0.6924,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,quinua,ssp126,2061-2080,0.7322,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
COTACACHI,COTACACHI,quinua,ssp126,2061-2080,0.7261,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
APUELA,COTACACHI,quinua,ssp126,2061-2080,0.7104,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GARCIA MORENO,COTACACHI,quinua,ssp126,2061-2080,0.3751,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,quinua,ssp126,2061-2080,0.7353,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,quinua,ssp126,2061-2080,0.5725,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,quinua,ssp126,2061-2080,0.7540,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
QUIROGA,COTACACHI,quinua,ssp126,2061-2080,0.7660,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SEIS DE JULIO DE CUELLAJE,COTACACHI,quinua,ssp126,2061-2080,0.5471,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
VACAS GALINDO,COTACACHI,quinua,ssp126,2061-2080,0.5725,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,quinua,ssp126,2061-2080,0.7322,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
DR. MIGUEL EGAS CABEZAS,OTAVALO,quinua,ssp126,2061-2080,0.7322,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,quinua,ssp126,2061-2080,0.7386,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,quinua,ssp126,2061-2080,0.7254,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,quinua,ssp126,2061-2080,0.7480,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,quinua,ssp126,2061-2080,0.7678,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JUAN DE ILUMAN,OTAVALO,quinua,ssp126,2061-2080,0.7322,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN PABLO,OTAVALO,quinua,ssp126,2061-2080,0.7281,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN RAFAEL,OTAVALO,quinua,ssp126,2061-2080,0.7386,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,quinua,ssp126,2061-2080,0.5822,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,quinua,ssp126,2061-2080,0.7443,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
CHUGA,PIMAMPIRO,quinua,ssp126,2061-2080,0.5479,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,quinua,ssp126,2061-2080,0.6964,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,quinua,ssp126,2061-2080,0.5902,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,quinua,ssp126,2061-2080,0.6750,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,quinua,ssp126,2061-2080,0.7679,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,quinua,ssp126,2061-2080,0.5162,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,quinua,ssp126,2061-2080,0.7247,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN BLAS,SAN MIGUEL DE URCUQUI,quinua,ssp126,2061-2080,0.7247,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,quinua,ssp126,2061-2080,0.7247,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN MIGUEL DE IBARRA,IBARRA,papa,ssp370,2021-2040,0.6248,98.4700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,papa,ssp370,2021-2040,0.5194,46.0400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
ANGOCHAGUA,IBARRA,papa,ssp370,2021-2040,0.6483,106.2500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA CAROLINA,IBARRA,papa,ssp370,2021-2040,0.4407,11.8900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA ESPERANZA,IBARRA,papa,ssp370,2021-2040,0.6484,8.8400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LITA,IBARRA,papa,ssp370,2021-2040,0.1965,0.1800,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,papa,ssp370,2021-2040,0.5795,3.3600,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ANTONIO,IBARRA,papa,ssp370,2021-2040,0.6244,1.0700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,papa,ssp370,2021-2040,0.6424,1.3300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
IMBAYA,ANTONIO ANTE,papa,ssp370,2021-2040,0.6244,0.1800,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,papa,ssp370,2021-2040,0.6244,0.6000,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,papa,ssp370,2021-2040,0.6244,1.4400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ROQUE,ANTONIO ANTE,papa,ssp370,2021-2040,0.6435,0.7300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,papa,ssp370,2021-2040,0.6424,1.3300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
APUELA,COTACACHI,papa,ssp370,2021-2040,0.6243,0.3700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,papa,ssp370,2021-2040,0.2533,0.0500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,papa,ssp370,2021-2040,0.6471,4.4900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PENAHERRERA,COTACACHI,papa,ssp370,2021-2040,0.4624,0.3200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,papa,ssp370,2021-2040,0.6482,0.4700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,papa,ssp370,2021-2040,0.6473,0.9700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,papa,ssp370,2021-2040,0.4435,3.8500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
VACAS GALINDO,COTACACHI,papa,ssp370,2021-2040,0.4624,0.0500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,papa,ssp370,2021-2040,0.6435,45.9200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
DR. MIGUEL EGAS CABEZAS,OTAVALO,papa,ssp370,2021-2040,0.6435,8.1900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
EUGENIO ESPEJO,OTAVALO,papa,ssp370,2021-2040,0.6430,21.2300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
GONZALEZ SUAREZ,OTAVALO,papa,ssp370,2021-2040,0.6492,67.2900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PATAQUI,OTAVALO,papa,ssp370,2021-2040,0.6371,5.5200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN JOSE DE QUICHINCHE,OTAVALO,papa,ssp370,2021-2040,0.6548,12.3600,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN JUAN DE ILUMAN,OTAVALO,papa,ssp370,2021-2040,0.6435,0.7500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,papa,ssp370,2021-2040,0.6484,120.4200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN RAFAEL,OTAVALO,papa,ssp370,2021-2040,0.6430,37.6000,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SELVA ALEGRE,OTAVALO,papa,ssp370,2021-2040,0.4974,0.5100,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,papa,ssp370,2021-2040,0.6773,10.1900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CHUGA,PIMAMPIRO,papa,ssp370,2021-2040,0.7184,0.7400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
MARIANO ACOSTA,PIMAMPIRO,papa,ssp370,2021-2040,0.7133,52.6000,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,papa,ssp370,2021-2040,0.6531,11.3600,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
URCUQUI,SAN MIGUEL DE URCUQUI,papa,ssp370,2021-2040,0.5601,5.2400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
CAHUASQUI,SAN MIGUEL DE URCUQUI,papa,ssp370,2021-2040,0.6763,1.9200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,papa,ssp370,2021-2040,0.4672,0.5400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,papa,ssp370,2021-2040,0.6498,4.9500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,papa,ssp370,2021-2040,0.6498,3.2100,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
TUMBABIRO,SAN MIGUEL DE URCUQUI,papa,ssp370,2021-2040,0.6498,5.0400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,maiz,ssp370,2021-2040,0.7318,851.8500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,maiz,ssp370,2021-2040,0.7275,70.8700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
ANGOCHAGUA,IBARRA,maiz,ssp370,2021-2040,0.7218,133.1000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,maiz,ssp370,2021-2040,0.6517,0.2900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,maiz,ssp370,2021-2040,0.7518,166.3000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
LITA,IBARRA,maiz,ssp370,2021-2040,0.5171,1221.0000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SALINAS,IBARRA,maiz,ssp370,2021-2040,0.7221,45.4700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ANTONIO,IBARRA,maiz,ssp370,2021-2040,0.7243,132.4300,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,maiz,ssp370,2021-2040,0.7477,75.4900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,maiz,ssp370,2021-2040,0.7243,57.6900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,maiz,ssp370,2021-2040,0.7243,38.2400,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE CHALTURA,ANTONIO ANTE,maiz,ssp370,2021-2040,0.7243,25.0600,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,maiz,ssp370,2021-2040,0.7512,88.5400,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,maiz,ssp370,2021-2040,0.7477,255.3300,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,maiz,ssp370,2021-2040,0.8012,164.1200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,maiz,ssp370,2021-2040,0.5445,266.2100,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,maiz,ssp370,2021-2040,0.7532,208.5200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PENAHERRERA,COTACACHI,maiz,ssp370,2021-2040,0.7391,163.4700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PLAZA GUTIERREZ,COTACACHI,maiz,ssp370,2021-2040,0.7926,89.9900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,maiz,ssp370,2021-2040,0.7636,89.9200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,maiz,ssp370,2021-2040,0.7315,310.9500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
VACAS GALINDO,COTACACHI,maiz,ssp370,2021-2040,0.7391,109.2500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,maiz,ssp370,2021-2040,0.7512,325.6100,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
DR. MIGUEL EGAS CABEZAS,OTAVALO,maiz,ssp370,2021-2040,0.7512,76.4100,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
